index_x,Student ID,Risk Group,Risk Score,Risk Prediction,Feature,Magnitude,Rank
47,SFAI04IP,4 to 6 years enrolled,0.9909869508476808,1,GPA_semester_stdev <= 0.39,-0.030169225786402385,5
48,U8MLPNIN,6+ years enrolled,0.9893151345044382,1,years_enrolled > 3.42,0.5565946284854043,1
48,U8MLPNIN,6+ years enrolled,0.9893151345044382,1,GPA_last_3_sem <= 2.29,0.10932679439131276,2
48,U8MLPNIN,6+ years enrolled,0.9893151345044382,1,is_justice_academy=0,0.07544615417255382,3
48,U8MLPNIN,6+ years enrolled,0.9893151345044382,1,has_associates_degree=0,0.07397910213048557,4
48,U8MLPNIN,6+ years enrolled,0.9893151345044382,1,GPA_last_sem <= 1.59,0.027820955537447376,5
49,KYOE3HGU,6+ years enrolled,0.9891899989534989,1,years_enrolled > 3.42,0.5669600824185389,1
49,KYOE3HGU,6+ years enrolled,0.9891899989534989,1,GPA_last_3_sem <= 2.29,0.10707977686695942,2
49,KYOE3HGU,6+ years enrolled,0.9891899989534989,1,is_justice_academy=0,0.07644735706745344,3
49,KYOE3HGU,6+ years enrolled,0.9891899989534989,1,has_associates_degree=0,0.07156098181169462,4
49,KYOE3HGU,6+ years enrolled,0.9891899989534989,1,GPA_last_sem <= 1.59,0.04302759617750434,5
50,YXBVGNMK,0 to 4 years enrolled,0.5126271680849066,1,course_pass_rate <= 0.75,0.1648630279481842,1
50,YXBVGNMK,0 to 4 years enrolled,0.5126271680849066,1,has_associates_degree=0,0.07531490867569707,2
50,YXBVGNMK,0 to 4 years enrolled,0.5126271680849066,1,is_justice_academy=0,0.07352821269162665,3
50,YXBVGNMK,0 to 4 years enrolled,0.5126271680849066,1,Credits+Hours Semester Completed Perf SUM <= 62.00,0.04973253259882547,4
50,YXBVGNMK,0 to 4 years enrolled,0.5126271680849066,1,2.82 < GPA_last_3_sem <= 3.27,-0.0413008112600858,5
51,3OW77Y54,0 to 4 years enrolled,0.23895154489624718,0,1.75 < years_enrolled <= 2.42,0.24970916777035496,1
51,3OW77Y54,0 to 4 years enrolled,0.23895154489624718,0,has_any_financial_aid=1,0.05032022997781036,2
51,3OW77Y54,0 to 4 years enrolled,0.23895154489624718,0,IR_total_fa_awd_amt_sum > 0.00,0.03392759275517566,3
51,3OW77Y54,0 to 4 years enrolled,0.23895154489624718,0,GPA_last_sem > 3.33,0.030367032479610517,4
51,3OW77Y54,0 to 4 years enrolled,0.23895154489624718,0,0.75 < course_pass_rate <= 0.86,0.025892252961125534,5
52,F0YPBSGR,0 to 4 years enrolled,0.9376285292237971,1,years_enrolled > 3.42,0.5565838884743859,1
52,F0YPBSGR,0 to 4 years enrolled,0.9376285292237971,1,course_pass_rate <= 0.75,0.1554492387545881,2
52,F0YPBSGR,0 to 4 years enrolled,0.9376285292237971,1,is_justice_academy=0,0.07760520717034501,3
52,F0YPBSGR,0 to 4 years enrolled,0.9376285292237971,1,has_associates_degree=0,0.07227194755859666,4
52,F0YPBSGR,0 to 4 years enrolled,0.9376285292237971,1,Credits+Hours Semester Completed Perf SUM <= 62.00,0.03932018631212191,5
53,92U4IZGZ,4 to 6 years enrolled,0.9676406197693873,1,years_enrolled > 3.42,0.5494777947340791,1
53,92U4IZGZ,4 to 6 years enrolled,0.9676406197693873,1,GPA_last_3_sem <= 2.29,0.10397992811969865,2
53,92U4IZGZ,4 to 6 years enrolled,0.9676406197693873,1,is_justice_academy=0,0.08393815901014501,3
53,92U4IZGZ,4 to 6 years enrolled,0.9676406197693873,1,has_associates_degree=0,0.07202979926028992,4
53,92U4IZGZ,4 to 6 years enrolled,0.9676406197693873,1,Credits+Hours Semester Completed Perf SUM <= 62.00,0.03696574788632382,5
54,GGVJHGNH,4 to 6 years enrolled,0.992996562759293,1,years_enrolled > 3.42,0.5603917272043979,1
54,GGVJHGNH,4 to 6 years enrolled,0.992996562759293,1,has_associates_degree=0,0.07886121735340688,2
54,GGVJHGNH,4 to 6 years enrolled,0.992996562759293,1,is_justice_academy=0,0.06933309464125431,3
54,GGVJHGNH,4 to 6 years enrolled,0.992996562759293,1,GPA_semester_stdev <= 0.39,-0.0262308581376591,4
54,GGVJHGNH,4 to 6 years enrolled,0.992996562759293,1,0.75 < course_pass_rate <= 0.86,-0.02699536199436252,5
55,M7IAE49K,0 to 4 years enrolled,0.8660992980548496,1,years_enrolled > 3.42,0.5589788444284701,1
55,M7IAE49K,0 to 4 years enrolled,0.8660992980548496,1,course_pass_rate <= 0.75,0.15329775817350452,2
55,M7IAE49K,0 to 4 years enrolled,0.8660992980548496,1,GPA_last_3_sem <= 2.29,0.09580606774747545,3
55,M7IAE49K,0 to 4 years enrolled,0.8660992980548496,1,is_justice_academy=0,0.08017013695848149,4
55,M7IAE49K,0 to 4 years enrolled,0.8660992980548496,1,has_associates_degree=0,0.07511757559467859,5
56,6PXJSY9J,6+ years enrolled,0.9927011056097302,1,years_enrolled > 3.42,0.5518799116193001,1
56,6PXJSY9J,6+ years enrolled,0.9927011056097302,1,course_pass_rate <= 0.75,0.14991153447808178,2
56,6PXJSY9J,6+ years enrolled,0.9927011056097302,1,GPA_last_3_sem <= 2.29,0.10214736887439867,3
56,6PXJSY9J,6+ years enrolled,0.9927011056097302,1,has_associates_degree=0,0.0753818535727479,4
56,6PXJSY9J,6+ years enrolled,0.9927011056097302,1,is_justice_academy=0,0.07346157470288679,5
57,N4UE762U,4 to 6 years enrolled,0.9751799174067352,1,years_enrolled > 3.42,0.5565735142569374,1
57,N4UE762U,4 to 6 years enrolled,0.9751799174067352,1,GPA_last_3_sem <= 2.29,0.10930629085023481,2
57,N4UE762U,4 to 6 years enrolled,0.9751799174067352,1,is_justice_academy=0,0.07543489209379863,3
57,N4UE762U,4 to 6 years enrolled,0.9751799174067352,1,has_associates_degree=0,0.07396326120595954,4
57,N4UE762U,4 to 6 years enrolled,0.9751799174067352,1,GPA_last_sem <= 1.59,0.02780127327710999,5
58,QKA25TB3,0 to 4 years enrolled,0.685961729963886,1,years_enrolled > 3.42,0.5635251735821336,1
58,QKA25TB3,0 to 4 years enrolled,0.685961729963886,1,is_justice_academy=0,0.07437429580787121,2
58,QKA25TB3,0 to 4 years enrolled,0.685961729963886,1,has_associates_degree=0,0.07085992668504959,3
58,QKA25TB3,0 to 4 years enrolled,0.685961729963886,1,IR_total_grants_nb_awd_amt_sum > 0.00,-0.026508643216150814,4
58,QKA25TB3,0 to 4 years enrolled,0.685961729963886,1,GPA_semester_stdev <= 0.39,-0.030402678394755238,5
59,CZWH0L89,6+ years enrolled,0.9875233162506308,1,years_enrolled > 3.42,0.5623209255981512,1
59,CZWH0L89,6+ years enrolled,0.9875233162506308,1,GPA_last_3_sem <= 2.29,0.10111787825212769,2
59,CZWH0L89,6+ years enrolled,0.9875233162506308,1,has_associates_degree=0,0.07229239045438586,3
59,CZWH0L89,6+ years enrolled,0.9875233162506308,1,is_justice_academy=0,0.07218534581676653,4
59,CZWH0L89,6+ years enrolled,0.9875233162506308,1,GPA_last_sem <= 1.59,0.02722962651187618,5
60,9QGOOQPH,6+ years enrolled,0.9863550680546315,1,years_enrolled > 3.42,0.5650826040931829,1
60,9QGOOQPH,6+ years enrolled,0.9863550680546315,1,GPA_last_3_sem <= 2.29,0.10628958008533684,2
60,9QGOOQPH,6+ years enrolled,0.9863550680546315,1,is_justice_academy=0,0.09005543618154094,3
60,9QGOOQPH,6+ years enrolled,0.9863550680546315,1,has_associates_degree=0,0.07507820609360469,4
60,9QGOOQPH,6+ years enrolled,0.9863550680546315,1,IR_total_grants_nb_awd_amt_sum > 0.00,-0.029645413907989308,5
61,TXH922LA,6+ years enrolled,0.993132353428943,1,years_enrolled > 3.42,0.5632992011527628,1
61,TXH922LA,6+ years enrolled,0.993132353428943,1,is_justice_academy=0,0.07625322140588288,2
61,TXH922LA,6+ years enrolled,0.993132353428943,1,has_associates_degree=0,0.0732166826568611,3
61,TXH922LA,6+ years enrolled,0.993132353428943,1,1.59 < GPA_last_sem <= 2.70,0.029164358373715824,4
61,TXH922LA,6+ years enrolled,0.993132353428943,1,IR_total_grants_nb_awd_amt_sum > 0.00,-0.02442747466518749,5
62,7VRTYWAM,6+ years enrolled,0.993238173604221,1,years_enrolled > 3.42,0.5582127170389929,1
62,7VRTYWAM,6+ years enrolled,0.993238173604221,1,is_justice_academy=0,0.08369782602906874,2
62,7VRTYWAM,6+ years enrolled,0.993238173604221,1,has_associates_degree=0,0.07482555465824926,3
62,7VRTYWAM,6+ years enrolled,0.993238173604221,1,stdev_credits_sem <= 2.83,0.02614174247998513,4
62,7VRTYWAM,6+ years enrolled,0.993238173604221,1,IR_total_grants_nb_awd_amt_sum > 0.00,-0.02678654913292675,5
63,DCXB5FZR,0 to 4 years enrolled,0.7264077561730632,1,course_pass_rate <= 0.75,0.15694922742000275,1
63,DCXB5FZR,0 to 4 years enrolled,0.7264077561730632,1,GPA_last_3_sem <= 2.29,0.10244096558129236,2
63,DCXB5FZR,0 to 4 years enrolled,0.7264077561730632,1,has_associates_degree=0,0.08499584247745891,3
63,DCXB5FZR,0 to 4 years enrolled,0.7264077561730632,1,is_justice_academy=0,0.074891725850077,4
63,DCXB5FZR,0 to 4 years enrolled,0.7264077561730632,1,2.42 < years_enrolled <= 3.42,0.07461154407696927,5
64,SJ8J1ZWM,4 to 6 years enrolled,0.9941297352832077,1,years_enrolled > 3.42,0.5673380483627232,1
64,SJ8J1ZWM,4 to 6 years enrolled,0.9941297352832077,1,is_justice_academy=0,0.08169817880307342,2
64,SJ8J1ZWM,4 to 6 years enrolled,0.9941297352832077,1,has_associates_degree=0,0.07585134307144964,3
64,SJ8J1ZWM,4 to 6 years enrolled,0.9941297352832077,1,GPA_semester_stdev <= 0.39,-0.02772788250148917,4
64,SJ8J1ZWM,4 to 6 years enrolled,0.9941297352832077,1,2.70 < GPA_last_sem <= 3.33,-0.028603259848802687,5
65,XTSNJ9RZ,6+ years enrolled,0.9934442096686481,1,years_enrolled > 3.42,0.5592923736804045,1
65,XTSNJ9RZ,6+ years enrolled,0.9934442096686481,1,has_associates_degree=0,0.08131921886891672,2
65,XTSNJ9RZ,6+ years enrolled,0.9934442096686481,1,is_justice_academy=0,0.07466775008542788,3
65,XTSNJ9RZ,6+ years enrolled,0.9934442096686481,1,stdev_credits_sem <= 2.83,0.030902267245271526,4
65,XTSNJ9RZ,6+ years enrolled,0.9934442096686481,1,Credits+Hours Semester Completed Perf SUM > 86.50,-0.03352174592549138,5
66,PJHY0OLO,4 to 6 years enrolled,0.9939388261749376,1,years_enrolled > 3.42,0.5595638581792126,1
66,PJHY0OLO,4 to 6 years enrolled,0.9939388261749376,1,is_justice_academy=0,0.07696395568866714,2
66,PJHY0OLO,4 to 6 years enrolled,0.9939388261749376,1,has_associates_degree=0,0.07259325081644669,3
66,PJHY0OLO,4 to 6 years enrolled,0.9939388261749376,1,GPA_semester_stdev <= 0.39,-0.03414723399594252,4
66,PJHY0OLO,4 to 6 years enrolled,0.9939388261749376,1,GPA_last_sem > 3.33,-0.036908955043539776,5
