UNIQUE_ID,Term,College ID,Age,CAS CAA English SUM 1,CAS CAA Foreign Language 1 SUM 1,CAS CAA Foreign Language 2 SUM 1,CAS CAA Math SUM 1,CAS CAA Performing Arts SUM 1,CAS CAA Science SUM 1,CAS CAA Social Studies SUM 1,CAS College Admissions Avg (CAA) SUM 1,CAS HS  Units English SUM 1,CAS HS Units Foreign Language 1 SUM 1,CAS HS Units Foreign Language 2 SUM 1,CAS HS Units Math SUM 1,CAS HS Units Performing Arts SUM 1,CAS HS Units Science SUM 1,CAS HS Units Social Studies SUM 1,CAS HS Units Total SUM 1,CAS Regents American History,CAS Regents Biology,CAS Regents Chemistry,CAS Regents Common Core Alg1,CAS Regents Common Core Alg2,CAS Regents Common Core Geometry,CAS Regents Earth Science,CAS Regents English,CAS Regents English New,CAS Regents Geometry,CAS Regents Global History,CAS Regents Integ Alg,CAS Regents Marine Science,CAS Regents Math A,CAS Regents Math B,CAS Regents Math Sequential 1,CAS Regents Math Sequential 2,CAS Regents Math Sequential 3,CAS Regents Physics,CAS Regents Trigonometry,CAS SAT Math,CAS SAT Total,CAS SAT Verbal,CAS SAT Writing,CS Total Income Amt SUM,College Program Title,Credits Cumulative Earned Local Perf,Credits Cumulative Earned Local Show,Credits Cumulative Earned Other Perf,Credits Cumulative Earned Other Show,Credits Cumulative Earned Total Perf,Credits Cumulative Earned Total Show,Credits Cumulative Earned Transfer Perf,Credits Cumulative Earned Transfer Show,Credits Semester Included in GPA Perf SUM,Credits+Hours Semester All Courses Show SUM,Credits+Hours Semester Completed Perf SUM,Credits+Hours Semester Passed Perf SUM,Cs Fed Efc Amt SUM,Cs Fed Need Base Aid Amt SUM,Cs Fed Unmet Need Amt SUM,Degree Earned Level Desc,Degree Pursued Level Desc,Ethnicity Imputed Group 2 Desc,Exit Math CUNY Test Final Score,Exit Reading CUNY Test Final Score,Exit Writing CUNY Test Final Score,File Name,Full Part Type Desc,GPA Cumulative Perf,GPA Cumulative Show,GPA Semester Perf,Gender Desc,Headcount SUM,Headcount SUM 1,IR Total FA Awd Amt SUM,Initial All SKAT Passed Desc,Initial Math CUNY Test Final Score,Initial Reading ACT Test Final Score,Initial Writing CUNY Test Final Score,Ir Fed Work Study Nb Awd Amt SUM,Ir Student Loans Nb Awd Amt SUM,Ir Total Grants Nb Awd Amt SUM,Major 1 College Program Title,Major 1 NYSED Award 1 Desc,Major 1 NYSED Award 2 Desc,Major 1 NYSED Program Title,NYSED Award Desc,NYSED Program Title,New Student Desc,PELL_AMT_AWD,Pell Flag,SEEK CD Desc,Semester Enrolled Desc,Semester Graduated Desc,TAP Flag,TAP_AMT_AWD,Value Points Semester Perf SUM,Year Enrolled,Year Graduated
497590492942,2011-12-24,1063,29,68.0,,,39.0,91.0,13.0,,76.0,3.0,4.0,,,,,,,,,,,,,,,,67.0,28.0,,,,59.0,66.0,16.0,39.0,,,468.0,,,,47234,CHILD DEVELOPMENT,0.06,3.9,1.56,0.34,3.85,0.62,3.72,2.33,3.68,16.0,81.0,,2931,3388,558,,Associate,"White, Non-Hispanic",63,14,82,way.mp4,PART-TIME,2.79,2.31,2.75,Female,1,2,4115,Exempt/Passed All,97,24,22,1790,9248,14308,OFFICE ADMIN & TECH,BFA,MS,OFFICE AUTOMATION,UNKNOWN,TELEVISION AND RADIO,Yes,1601,Yes,,Part-Time,Not Graduated,Yes,3254,2.1,2015,
920039338208,2011-12-24,7494,23,31.0,4.0,,53.0,98.0,23.0,85.0,36.0,,,,2.0,4.0,4.0,4.0,2.0,,,73.0,,38.0,,100.0,7.0,61.0,34.0,2.0,,14.0,,75.0,41.0,,,67.0,,,,497.0,,30091,BROADCASTING TECH,2.83,0.09,2.96,0.44,0.7,3.12,3.13,0.28,3.91,,,,2976,2282,834,,Bachelor's,"Black, Non-Hispanic",5,81,17,miss.ods,FULL-TIME,2.17,2.79,2.74,Other,4,3,3117,Not Exempt/Passed All,89,34,33,887,8006,35,MORTUARY SCIENCE,BPS,UNKNOWN,AFRO AMERICAN STUDIES,BSED,CRIMINAL JUSTICE ADMINISTRATION AND PLAN,No,4790,Yes,CD Prong I,Full-Time,Graduated,Yes,2002,0.87,2012,
165283276031,2011-12-24,2741,20,90.0,83.0,7.0,,,98.0,34.0,98.0,2.0,2.0,,,4.0,,,,82.0,58.0,,44.0,,,,,,,65.0,48.0,73.0,52.0,66.0,,19.0,18.0,47.0,23.0,,,,598.0,23670,HUMAN SERVICES BS,0.6,2.45,0.06,0.92,1.37,2.26,1.08,2.87,1.46,78.0,,,1382,3818,236,,Associate,"Black, Non-Hispanic",78,7,45,news.css,FULL-TIME,2.49,3.2,2.72,Other,1,2,9653,Exempt/Passed All,10,18,75,179,3536,11785,CRIM JUST CRJBA,AS,MA,MEDIA STUDIES,BS,HOME ECONOMICS,Yes,1867,No,,Full-Time,Not Graduated,No,4379,0.01,2014,
15823469166,2011-12-24,9501,22,94.0,,52.0,,,98.0,,,4.0,4.0,,,1.0,3.0,2.0,4.0,30.0,,,46.0,41.0,,37.0,85.0,26.0,61.0,43.0,,51.0,97.0,,74.0,96.0,50.0,38.0,,,1159.0,,556.0,23562,FILM AND TV STUDIES,1.46,3.11,1.2,2.37,2.35,3.35,0.9,0.58,2.06,,77.0,63.0,1780,1109,1577,,Associate,"White, Non-Hispanic",100,11,55,near.gif,FULL-TIME,2.38,2.14,2.05,Male,2,3,4181,Not Exempt/Passed All,78,15,34,1687,11335,4919,MANAGEMENT,BS,UNKNOWN,SPANISH,BS,CRIMINAL JUSTICE ADMINISTRATION AND PLAN,No,2588,No,,Part-Time,Not Graduated,No,1799,3.7,2015,
456043436925,2011-12-24,3417,23,2.0,29.0,,,,,95.0,,1.0,,,,,1.0,,3.0,,,,,,78.0,24.0,,72.0,29.0,43.0,,42.0,,,,,81.0,38.0,,580.0,840.0,685.0,,24350,GENDER STUDIES BA,0.47,3.42,0.7,3.79,2.53,1.02,2.55,0.81,2.62,,,,4362,3324,492,,Bachelor's,Hispanic,0,87,19,stay.odt,FULL-TIME,2.72,2.19,2.83,Female,4,3,3078,Not Exempt/Passed All,29,28,97,792,5434,10063,POLITICAL SCI & GOV,BSED,MA,PHARMACEUTICAL MANUFACTURING TECH,UNKNOWN,CELLULAR AND MOLECULAR BIOLOGY,No,4490,Yes,,Full-Time,Graduated,No,3451,0.6,2020,
968172368834,2011-12-24,8470,26,99.0,,,,79.0,54.0,69.0,,,3.0,1.0,,,2.0,3.0,3.0,,,,75.0,,,73.0,,61.0,,31.0,,,,33.0,,20.0,18.0,40.0,,,929.0,631.0,471.0,48495,ENGLISH   BA,3.85,0.62,0.19,0.41,3.29,1.26,1.8,2.49,0.88,66.0,,91.0,4603,4046,1120,,Associate,"Black, Non-Hispanic",93,48,12,boy.wav,PART-TIME,3.09,2.04,3.61,Female,3,5,2129,Not Exempt/Passed All,13,31,84,1520,7017,14475,CRIMINAL JUSTICE BC,B TECH,MPA,POLITICAL SCIENCE AND GOV SOCIAL STUDIES,UNKNOWN,MEDICAL LABORATORY TECHNICIAN,Yes,3428,Yes,SEEK,Part-Time,Not Graduated,Yes,3776,2.37,2011,
749643963406,2011-12-24,5648,28,,,,32.0,68.0,43.0,,,4.0,,2.0,,3.0,,,3.0,27.0,20.0,32.0,50.0,,62.0,62.0,,97.0,64.0,,12.0,,,27.0,,85.0,,,2.0,375.0,849.0,404.0,,18089,CRIMINAL JUSTICE AS,1.87,1.44,0.85,2.42,3.83,1.18,2.84,0.3,0.01,,67.0,,2891,3772,1469,,Bachelor's,Asian,35,68,25,race.csv,PART-TIME,3.6,3.84,2.95,Other,5,2,1838,Not Exempt/Passed All,88,23,15,236,5575,19913,EXERCISE SCIENCE BS,BS NURS,MA,MOVEMENT SCIENCE,BFA,CRIMINAL JUSTICE ADMINISTRATION AND PLAN,Yes,1830,Yes,Regular,Full-Time,Not Graduated,No,1409,2.15,2015,
59640156771,2011-12-24,4233,26,99.0,,43.0,,57.0,67.0,,82.0,2.0,3.0,2.0,2.0,,,,,,1.0,100.0,3.0,,94.0,5.0,,32.0,90.0,,,,,,63.0,74.0,,48.0,5.0,,,,,40811,ART HISTORY BA,2.47,3.38,2.99,1.5,0.55,1.75,1.64,3.62,1.87,,,,4182,4798,79,,Bachelor's,Other,45,90,19,listen.tiff,PART-TIME,3.84,3.54,3.89,Female,2,1,7846,Exempt/Passed All,42,22,68,705,3027,4615,BIOLOGY (BS-CLAS),BPS,MA,"HISTORY: SOCIAL STUDIES, GRADES 7-",BE,RADIOLOGIC TECHNOLOGY,Yes,4790,Yes,,Full-Time,Graduated,No,1260,2.22,2012,
232795961960,2011-12-24,7622,21,30.0,79.0,47.0,,,42.0,67.0,,4.0,,,4.0,2.0,,3.0,3.0,25.0,19.0,,73.0,,71.0,,24.0,,57.0,,,36.0,47.0,,27.0,,,77.0,32.0,,,,484.0,25105,LIB ARTS & SCI WEEK,1.1,1.83,0.08,0.52,0.88,1.17,1.1,3.0,2.81,95.0,,95.0,3816,4357,1094,,Bachelor's,Asian,37,80,79,population.png,FULL-TIME,2.6,3.44,3.68,Male,1,3,4947,Not Exempt/Passed All,53,16,0,765,5495,18222,BUSINESS:MANAGEMENT,BSED,MA,RUSSIAN,BPS,CHILDHOOD EDU (1-6),Yes,2035,Yes,CD Prong I,Part-Time,Not Graduated,No,3920,1.81,2010,
915252833784,2011-12-24,9087,19,,69.0,,,62.0,81.0,2.0,20.0,4.0,,4.0,,,1.0,3.0,3.0,,,52.0,,,,99.0,,41.0,19.0,,79.0,,,81.0,23.0,40.0,,,91.0,,925.0,722.0,558.0,23303,SPANISH  (BA),3.53,1.52,0.2,2.82,3.93,3.62,0.78,1.47,3.85,37.0,65.0,75.0,3865,2777,1088,,Bachelor's,Hispanic,12,62,42,concern.webm,PART-TIME,3.86,3.42,2.06,Other,3,1,1393,Exempt/Passed All,81,1,20,296,4378,17911,OFFICE TECHNOLOGY,B TECH,MPA,FINE ARTS,B TECH,HEALTH INFORMATION MANAGMENT,No,3310,Yes,SEEK,Full-Time,Graduated,Yes,2318,2.01,2011,
467896658199,2011-12-24,6620,19,75.0,,,,49.0,,75.0,30.0,2.0,4.0,,1.0,2.0,,,,85.0,,32.0,,,,94.0,,43.0,69.0,46.0,,,46.0,53.0,98.0,9.0,,73.0,21.0,706.0,1239.0,221.0,,33525,CRIMINAL JUSTICE BM,2.73,0.2,1.4,3.43,1.0,2.34,3.59,3.74,1.27,42.0,48.0,50.0,1336,1334,761,,Associate,Other,90,88,34,author.numbers,PART-TIME,2.6,2.8,3.8,Female,5,1,9247,Exempt/Passed All,93,9,69,1167,16692,8335,GEOLOGY,AAS,,MARKETING MANAGEMENT AND SALES,BSED,MEDICAL OFFICE ASSISTANT,Yes,3014,No,SEEK,Full-Time,Not Graduated,Yes,1355,1.4,2019,
432384432225,2011-12-24,6498,23,48.0,70.0,,,,,78.0,21.0,,1.0,,,,,2.0,,76.0,,41.0,,25.0,96.0,,,99.0,57.0,,,84.0,41.0,100.0,16.0,,,32.0,6.0,286.0,,,226.0,42267,PUB ADMIN CONC. D,3.06,2.95,1.44,2.67,0.44,3.47,1.41,3.63,1.02,34.0,,,2813,1503,1556,,Bachelor's,Other,80,92,100,baby.xlsx,FULL-TIME,2.64,2.88,2.51,Female,2,1,7401,Exempt/Passed All,63,26,38,1884,3846,2852,PARAMEDIC,BSW,,LIBERAL ARTS AND SCIENCE,BS,COMPUTER METHODOLOGY,No,2932,Yes,Regular,Part-Time,Graduated,No,4685,2.36,2020,
360674755496,2011-12-24,8576,28,10.0,,,,,,34.0,18.0,,3.0,,,,1.0,,,51.0,75.0,32.0,25.0,1.0,,,54.0,7.0,45.0,,,,79.0,,28.0,,76.0,52.0,38.0,,,,,32216,BROADCASTING TECH,2.73,3.59,3.31,2.74,0.31,1.09,0.11,0.16,3.62,,,54.0,1253,3848,903,,Associate,Other,33,24,30,almost.jpg,PART-TIME,2.99,3.86,2.17,Other,2,4,8182,Not Exempt/Passed All,74,17,4,228,5014,1035,DIGITAL DESIGN AND,BSED,AAS,CIVIL ENGINEERING SCIENCE,B TECH,GAME DESIGN,Yes,4269,Yes,Regular,Part-Time,Not Graduated,No,3819,3.71,2010,
498595245857,2011-12-24,4587,28,30.0,74.0,,74.0,45.0,41.0,,,3.0,2.0,,,2.0,,,,8.0,92.0,,81.0,,,64.0,,,6.0,5.0,,34.0,,,,3.0,100.0,62.0,41.0,,718.0,201.0,737.0,42220,AUTO TECHNOLOGY,1.59,0.23,3.6,0.8,0.43,3.1,1.59,1.25,1.74,,44.0,,1676,1183,1263,,Associate,Asian,38,28,81,someone.png,PART-TIME,2.54,3.8,2.1,Male,1,2,7876,Exempt/Passed All,82,20,27,1351,3341,8705,CHEMISTRY-BS,BS NURS,MS,SECRETARIAL SCIENCE-EXECUTIVE,BE,FIRE SCIENCE,Yes,2132,No,Regular,Full-Time,Not Graduated,Yes,4545,2.37,2014,
136301626594,2011-12-24,2686,29,95.0,,28.0,25.0,68.0,43.0,,46.0,,3.0,,2.0,3.0,2.0,3.0,,,,,,48.0,,51.0,,75.0,2.0,4.0,,,40.0,64.0,,25.0,,85.0,60.0,,,,280.0,33329,BROADCASTING TECH &,3.9,3.49,0.1,1.61,1.07,0.41,0.31,2.1,3.4,,,57.0,4405,2262,1958,,Bachelor's,Asian,92,8,26,institution.avi,PART-TIME,2.83,3.9,3.54,Male,3,2,7738,Not Exempt/Passed All,48,2,2,400,2030,755,COMP TECH:TELECOMM,BA,AAS,ANTHROPOLOGY,B TECH,JUSTICE STUDIES,Yes,3637,No,SEEK,Full-Time,Not Graduated,No,2287,3.34,2020,
929319132377,2011-12-24,9260,25,,,58.0,77.0,57.0,21.0,20.0,,3.0,3.0,1.0,3.0,,1.0,1.0,3.0,61.0,,,14.0,54.0,68.0,,30.0,,79.0,,,26.0,54.0,,76.0,,,,34.0,,1305.0,704.0,,42765,ECONOMICS BS,3.3,3.04,0.12,0.68,3.2,3.71,1.76,2.22,0.68,,87.0,98.0,3081,2169,1021,,Bachelor's,"Black, Non-Hispanic",89,1,32,outside.png,PART-TIME,3.24,2.08,3.51,Male,3,5,5231,Not Exempt/Passed All,82,2,49,1840,14804,14138,DANCE BA,B ARCH,MS,FINANCE,BBA,ACCOUNTING,Yes,2609,Yes,CD Bilingual,Part-Time,Graduated,No,2159,3.67,2015,
534282195004,2011-12-24,8962,20,,83.0,,72.0,,68.0,,,,,,,,,,2.0,,,1.0,44.0,,63.0,,54.0,66.0,34.0,,53.0,1.0,96.0,27.0,,,75.0,20.0,69.0,,627.0,,,30273,LIBERAL ARTS-POLSCI,3.87,0.44,1.42,0.94,2.8,1.38,2.74,3.18,3.8,,45.0,50.0,1947,3023,906,,Associate,"Black, Non-Hispanic",96,9,44,thus.avi,FULL-TIME,3.42,2.04,2.72,Other,1,3,8051,Not Exempt/Passed All,84,31,69,1864,9541,14546,FORENSIC SCIENCE,BA,MPA,LIBERAL ARTS AND SCIENCES,B TECH,MODERN LANGUAGES,No,2122,No,,Part-Time,Not Graduated,Yes,4882,2.96,2017,
970490450971,2011-12-24,4556,23,79.0,,,90.0,,68.0,,54.0,4.0,3.0,,,4.0,4.0,1.0,4.0,58.0,,,,65.0,,65.0,,19.0,78.0,46.0,,11.0,19.0,,57.0,44.0,98.0,,,,1039.0,228.0,370.0,30633,STUDIO ART BA,0.06,1.48,3.83,2.26,2.81,0.6,2.02,2.99,0.61,24.0,63.0,21.0,4655,3270,1715,,Bachelor's,"Black, Non-Hispanic",46,84,31,first.jpeg,PART-TIME,3.39,2.95,2.18,Male,4,4,9526,Not Exempt/Passed All,78,31,57,244,9710,17382,POLITICAL SCI,B ARCH,AAS,INTERNATIONAL BUSINESS,BPS,PROFESSIONAL AND TECHNICAL WRITING,No,1873,Yes,Regular,Full-Time,Graduated,Yes,2079,1.77,2019,
238362629651,2011-12-24,7220,28,,62.0,,,82.0,,,,,,,2.0,,3.0,3.0,3.0,3.0,,,,41.0,,,,14.0,,,,,26.0,60.0,,50.0,,63.0,,366.0,,,720.0,39734,ECONOMICS A BS,3.53,3.43,2.27,3.68,1.12,0.75,3.12,0.94,1.55,,,,2126,2628,1829,,Associate,Hispanic,41,98,0,piece.txt,FULL-TIME,2.86,3.51,2.67,Other,4,2,6661,Not Exempt/Passed All,81,35,9,1505,10904,12213,ACCOUNTING FOR FORE,BSW,MPA,ART AND ADVERTISING DESIGN,BBA,HUMAN SERVICES: MENTAL HEALTH,No,3417,Yes,CD Bilingual,Part-Time,Not Graduated,Yes,1569,3.88,2020,
784232166912,2011-12-24,2593,28,80.0,,63.0,50.0,,3.0,44.0,60.0,,,1.0,,4.0,4.0,3.0,,,86.0,,,,41.0,,51.0,,13.0,,51.0,60.0,,,84.0,55.0,,67.0,43.0,583.0,1273.0,368.0,,25732,DIGITAL ART AND DES,3.35,1.36,1.95,3.69,1.1,1.84,1.41,2.58,0.81,,,48.0,4812,2510,1927,,Associate,Other,76,90,55,meeting.numbers,PART-TIME,2.19,3.55,2.66,Other,1,4,1325,Exempt/Passed All,68,26,98,1088,19250,13724,CRIMINAL JUSTICE BA,B ARCH,UNKNOWN,GEOGRAPHIC INFORMATION SCIENCE,BS,GRAPHIC DESIGN,No,1154,Yes,SEEK,Full-Time,Graduated,No,4388,1.18,2018,
44430479517,2011-12-24,2682,25,,68.0,,90.0,93.0,73.0,,,,,,,1.0,,4.0,3.0,14.0,,23.0,85.0,,26.0,,74.0,,62.0,,,,,,27.0,45.0,31.0,,,,,268.0,245.0,36149,FOR SCI: CRMNLISTIC,2.19,1.95,1.61,2.55,3.62,0.76,2.69,0.76,1.63,,67.0,,1605,1103,1810,,Bachelor's,Asian,19,67,63,we.js,FULL-TIME,3.66,3.44,2.35,Female,2,3,3680,Exempt/Passed All,17,2,89,875,4455,9542,MASSAGE THERAPY,AAS,MS,PUBLIC COMMUNITY HEALTH,BA,MICROCOMPUTER SYSTEMS & APPLICATIONS,No,4191,No,CD Bilingual,Part-Time,Graduated,Yes,3107,1.12,2014,
574228982227,2011-12-24,6355,24,15.0,29.0,23.0,,16.0,,31.0,,2.0,4.0,,,,4.0,1.0,3.0,,4.0,,,,61.0,,,,,32.0,32.0,,,,,,,,35.0,637.0,,,262.0,43128,SPANISH TCHR (BA),3.77,0.28,1.4,2.14,3.22,3.95,1.67,2.89,0.15,,75.0,43.0,2597,4636,669,,Bachelor's,"Black, Non-Hispanic",53,33,44,himself.txt,PART-TIME,2.48,2.67,3.4,Female,3,2,3695,Exempt/Passed All,12,32,56,1774,552,17754,PATHWAY TO EC EDUC,B ARCH,,SPANISH,BPS,TELECOMMUNICATIONS TECHNOLOGY: NYNEX,Yes,1369,Yes,SEEK,Full-Time,Not Graduated,No,2280,0.97,2010,
798394863836,2011-12-24,2116,26,,,47.0,,82.0,80.0,79.0,8.0,2.0,,,4.0,,3.0,,,,60.0,,6.0,65.0,52.0,,,15.0,59.0,15.0,,,83.0,68.0,,73.0,38.0,,85.0,,968.0,,446.0,45219,NETWORK ADMIN & SEC,3.75,3.72,1.76,3.88,1.07,0.01,1.24,1.75,1.41,42.0,,76.0,2380,4949,175,,Bachelor's,"Black, Non-Hispanic",16,74,63,best.json,PART-TIME,3.33,3.39,2.85,Male,3,2,9713,Not Exempt/Passed All,0,13,98,66,989,9357,UNDECLARED HEALTH S,BS NURS,AAS,ANIMATION AND MOTION GRAPHICS,BE,SECRETARIAL STUDIES,Yes,1176,No,Regular,Full-Time,Not Graduated,No,4268,0.99,2011,
396171978122,2011-12-24,6935,18,,92.0,,100.0,31.0,,63.0,,1.0,3.0,,1.0,1.0,1.0,3.0,,,88.0,4.0,,,10.0,,18.0,,,,,91.0,4.0,47.0,94.0,42.0,1.0,88.0,,627.0,888.0,771.0,,10772,VETERINARY TECHNOLO,2.33,1.53,3.65,0.81,1.45,3.54,1.45,1.77,0.78,,96.0,88.0,2253,4193,191,,Bachelor's,Other,48,20,17,use.avi,FULL-TIME,3.76,3.21,3.4,Male,4,1,8899,Not Exempt/Passed All,86,11,27,1419,3775,8391,CRIMINAL JUSTICE BM,MUS B,MS,BIOLOGICAL SCIENCES MAJOR I,BS,HEALTH INFORMATION TECHNOLOGY,Yes,1493,No,SEEK,Full-Time,Not Graduated,No,2343,0.51,2019,
439197432526,2011-12-24,9851,25,28.0,93.0,4.0,79.0,,44.0,31.0,,,3.0,3.0,4.0,,2.0,2.0,,29.0,45.0,,,,,68.0,70.0,,,,,57.0,,,41.0,,,37.0,27.0,,986.0,,,38703,LIBERAL ARTS-PSYCH,0.15,1.69,2.42,1.6,0.44,2.76,1.81,3.36,2.07,,47.0,67.0,4740,2231,1985,,Associate,Hispanic,4,82,48,reflect.bmp,FULL-TIME,3.51,3.84,3.14,Female,4,5,5889,Exempt/Passed All,5,5,25,1315,14650,9062,POL STUDIES: MGT BS,UNKNOWN,MS,"LAW, POLICE SCIENCE, AND CRIMINAL JUSTIC",BS,RADIOLOGIC TECHNOLOGY,No,1323,Yes,,Part-Time,Not Graduated,Yes,1428,1.79,2018,
526481844227,2011-12-24,6511,25,,,50.0,,,22.0,53.0,,2.0,,,3.0,,3.0,2.0,,,83.0,,,,43.0,,90.0,17.0,40.0,100.0,,58.0,,20.0,,36.0,88.0,21.0,,414.0,1354.0,403.0,,13253,COMMUNITY HLTH ED,2.11,3.66,2.75,2.08,2.74,1.89,0.7,0.23,3.3,,,75.0,4197,3367,1827,,Bachelor's,Asian,58,72,37,from.html,FULL-TIME,2.36,3.63,2.76,Female,2,2,5107,Not Exempt/Passed All,77,9,14,394,18099,14058,UNDECLARED BA,AA,AAS,SPANISH,BSED,CINEMA STUDIES,Yes,3446,Yes,Regular,Part-Time,Not Graduated,Yes,3712,2.59,2018,
278124630333,2011-12-24,3502,29,53.0,,17.0,27.0,,,,,,,,,,1.0,,4.0,54.0,82.0,12.0,16.0,,24.0,,6.0,,,67.0,41.0,,,13.0,,,18.0,,69.0,,,280.0,,25744,CRJ AD & PL CON UND,3.74,0.61,2.29,1.31,2.2,3.79,2.89,2.63,0.68,,,,1535,4550,746,,Associate,"Black, Non-Hispanic",27,45,65,party.txt,PART-TIME,2.58,3.06,2.9,Male,2,5,3222,Exempt/Passed All,28,36,63,1050,3831,4484,BIOTECHNOLOGY DUAL/,BE,MS,DIGITAL MUSIC,BS,COMPUTER INFO SYS-CRIMINAL JUST&PUB ADMN,Yes,3041,No,CD Prong I,Part-Time,Not Graduated,No,1027,2.44,2014,
656250961431,2011-12-24,3990,19,,,,,,,77.0,,1.0,4.0,4.0,2.0,,3.0,,3.0,,17.0,,49.0,1.0,,,,,,,,31.0,,,21.0,8.0,,,,,854.0,,,23235,HUMAN SERVICES MENT,0.39,0.66,3.09,2.03,0.47,2.12,3.6,2.3,0.87,,78.0,,1206,2170,66,,Associate,"White, Non-Hispanic",14,37,53,society.ppt,FULL-TIME,3.84,2.29,2.45,Male,2,5,3917,Exempt/Passed All,34,24,17,1474,19347,13210,SECURITY MGMNT:AS,BE,MA,ARCHITECTURAL TECHNOLOGY,BBA,CORRECTIONAL STUDIES,No,2773,Yes,SEEK,Full-Time,Not Graduated,No,4184,0.99,2011,
310257818533,2011-12-24,5089,22,,,98.0,18.0,74.0,4.0,,31.0,,,2.0,,,2.0,,2.0,,,,57.0,,,52.0,,,,,85.0,16.0,,,,55.0,,19.0,25.0,564.0,,712.0,710.0,25303,INTERDISC LA&SCI CW,3.56,2.69,1.54,3.31,0.47,1.73,1.15,1.49,1.22,,,24.0,2658,2710,1537,,Bachelor's,"White, Non-Hispanic",56,85,38,recently.mp3,PART-TIME,2.56,3.3,2.11,Male,2,4,9881,Not Exempt/Passed All,2,15,76,376,3240,4512,ENGINEERING SCI CIV,AAS,,ELECTRICAL ENGINEERING,BFA,HOSPITALITY MANAGEMENT,Yes,1929,Yes,,Full-Time,Not Graduated,No,4498,3.45,2012,
778792276868,2011-12-24,2309,26,,48.0,,,34.0,,25.0,93.0,,1.0,2.0,2.0,4.0,,2.0,,,,76.0,,65.0,55.0,24.0,,80.0,26.0,,,,,93.0,9.0,79.0,,,,,,313.0,,43323,BUSINESS,1.66,1.21,3.91,3.92,1.33,1.48,2.44,0.13,0.07,50.0,,70.0,2901,4070,354,,Bachelor's,"White, Non-Hispanic",23,35,86,data.jpeg,FULL-TIME,3.49,2.14,2.05,Female,4,3,3051,Not Exempt/Passed All,6,20,85,1849,10553,11367,AVIATION MGMT-BS,B ARCH,UNKNOWN,ENVIRONMENTAL TECHNOLOGY,BSED,BIOLOGICAL SCIENCE - MAJOR I,Yes,3204,No,Regular,Part-Time,Graduated,No,3421,1.74,2015,
65827549255,2011-12-24,5752,19,44.0,,,49.0,63.0,,,85.0,,,,,,1.0,,2.0,85.0,56.0,,,,,,98.0,36.0,62.0,38.0,99.0,,,67.0,61.0,,,,17.0,,1314.0,,,37034,INTERNATIONAL BUSIN,0.13,1.58,2.14,3.99,3.7,2.65,1.9,3.36,2.22,,,21.0,2657,1385,1100,,Associate,"Black, Non-Hispanic",75,57,94,speak.mp4,FULL-TIME,2.25,3.63,3.31,Male,2,1,5015,Not Exempt/Passed All,67,9,73,203,12982,12096,WRITING AND LITERAT,AS,MS,HUMAN BIOLOGY,BE,TELECOMMUNICATIONS TECHNOLOGY: NYNEX,No,1854,Yes,SEEK,Full-Time,Not Graduated,No,2221,1.7,2010,
1484188519,2011-12-24,7925,29,66.0,,52.0,,,73.0,,100.0,3.0,,,4.0,,2.0,4.0,,14.0,5.0,86.0,56.0,,31.0,,40.0,16.0,,76.0,,,31.0,,17.0,71.0,,,,,,,,28662,ART STUD (24CR),3.41,0.36,3.56,0.5,2.33,0.45,1.25,0.49,2.76,23.0,54.0,,4407,4738,1963,,Bachelor's,Other,21,42,23,friend.tiff,FULL-TIME,3.47,3.31,3.24,Male,2,1,7750,Not Exempt/Passed All,77,15,25,283,8336,19506,UNDECIDED,,,GRAPHIC DESIGN,BBA,CORPORATE AND CABLE COMMUNICATIONS,Yes,3921,Yes,Regular,Full-Time,Not Graduated,Yes,1095,0.93,2018,
288778668167,2011-12-24,3958,26,,,,,,48.0,61.0,,1.0,2.0,3.0,,4.0,1.0,,,,63.0,,,59.0,,44.0,69.0,,89.0,13.0,,46.0,,,,12.0,,,6.0,684.0,,,,12272,FINANCE/INVESTMENTS,2.29,2.48,2.09,3.55,2.47,3.78,0.26,1.27,3.1,20.0,74.0,35.0,1289,3465,146,,Bachelor's,"White, Non-Hispanic",22,27,8,rule.mov,FULL-TIME,3.7,3.04,2.73,Other,2,5,4143,Not Exempt/Passed All,13,7,29,1643,7244,4443,ENTREPRENEURSHIP,BA,,RADIOLOGICAL SCIENCE,B TECH,COMPUTER INFO SYS-CRIMINAL JUST&PUB ADMN,Yes,2404,Yes,SEEK,Part-Time,Graduated,No,1109,3.59,2013,
416759119943,2011-12-24,1487,20,21.0,,55.0,70.0,59.0,,,,,,,1.0,4.0,2.0,4.0,3.0,55.0,,,,41.0,,80.0,96.0,41.0,46.0,6.0,47.0,40.0,19.0,,,,50.0,67.0,24.0,,,,,32368,MEDICAL LAB SCI CLI,2.31,3.6,3.49,1.36,0.7,2.31,1.48,0.56,1.93,,,75.0,1244,2684,982,,Associate,Hispanic,8,67,23,and.mp4,PART-TIME,3.15,3.5,3.72,Female,2,5,5135,Exempt/Passed All,94,1,66,1112,8461,1948,PERM YORK,MUS B,UNKNOWN,FRAUD EXAMINATION AND FINANCIAL FORENSIC,BBA,FORENSIC SCIENCE,No,4449,Yes,SEEK,Full-Time,Not Graduated,No,1354,2.71,2011,
