Student_ID,Semester,Course_Prefix,Course_Number,Course_Type,Pass/Fail_Flag,Grade,Prerequisite_Course_Flag,Online_Course_Flag,Number_Of_Credits_Attempted,Number_Of_Credits_Earned,Modality,Weeks
60050,2018SP,PHY,292,Undergraduate,Y,C,,0,3,3.0,Hybrid - F2F/Online,10
60050,2018SP,ART,113,Undergraduate,Y,,,1,2,2.0,Independent Study,15
60050,2018SP,HIS,287,Undergraduate,Y,F,,0,2,2.0,Online,14
20327,2018SP,ART,108,Undergraduate,Y,F,,1,3,,Practicum,11
20327,2018SP,CHE,279,Undergraduate,N,D,Y,1,1,1.0,Online/Synch,14
20327,2018FA,PSY,131,Undergraduate,Y,D,,1,3,3.0,Face to Face,2
20327,2018FA,CHE,211,Undergraduate,Y,D,,0,2,2.0,Online/Synch,11
20327,2018FA,ART,297,Undergraduate,Y,D,Y,0,4,4.0,Hybrid - F2F/Online,9
20327,2019FA,BIO,113,Undergraduate,Y,C,Y,1,1,1.0,Hybrid - F2F/Online,12
20327,2019FA,ENG,218,Undergraduate,N,B,,1,1,1.0,Practicum,10
20327,2019FA,HIS,249,Undergraduate,Y,C,Y,1,4,,Independent Study,13
20327,2019FA,HIS,137,Undergraduate,N,F,Y,1,4,,Independent Study,13
20327,2019FA,MAT,156,Undergraduate,N,D,,1,4,4.0,Practicum,5
60826,2018SP,ART,154,Undergraduate,Y,,Y,1,1,,Hybrid - Online/iTV,2
60826,2018SP,ART,280,Undergraduate,Y,D,,0,1,,Online,5
60826,2018SP,BIO,272,Undergraduate,Y,,,0,3,3.0,Face to Face,13
60826,2020SP,ENG,234,Undergraduate,N,C,Y,1,4,4.0,Online/Synch,7
60826,2020SP,COM,139,Undergraduate,N,B,,1,2,,Independent Study,10
60826,2020SP,MAT,228,Undergraduate,N,A,,1,4,4.0,Independent Study,8
60826,2020SP,PSY,244,Undergraduate,Y,,,0,4,4.0,Hybrid - F2F/Online,14
60826,2020SP,ART,155,Undergraduate,Y,B,Y,0,2,2.0,Practicum,13
60826,2021FA,COM,209,Undergraduate,Y,D,,0,1,1.0,Face to Face,16
60826,2021FA,HIS,174,Undergraduate,Y,F,Y,1,3,,Practicum,9
60826,2021FA,COM,245,Undergraduate,N,A,,1,2,2.0,Hybrid - Online/iTV,14
60826,2021FA,CHE,281,Undergraduate,Y,,,1,4,,Hybrid - Online/iTV,1
60826,2020FA,ENG,255,Undergraduate,N,A,Y,1,4,4.0,Independent Study,7
27301,2019SP,ART,148,Undergraduate,Y,F,,1,2,2.0,Hybrid - Online/iTV,5
27301,2019SP,CHE,289,Undergraduate,Y,D,,1,1,,Online,10
27301,2019SP,CHE,249,Undergraduate,Y,D,Y,1,1,1.0,Practicum,5
27301,2021FA,MAT,229,Undergraduate,N,,Y,1,4,4.0,Hybrid - F2F/Online,12
27301,2021FA,MUS,236,Undergraduate,N,F,Y,1,1,,Hybrid - F2F/Online,4
50720,2021FA,PSY,195,Undergraduate,Y,C,,1,3,3.0,Independent Study,4
50720,2021SP,COM,241,Undergraduate,N,C,Y,0,4,4.0,Practicum,9
50720,2021SP,ART,153,Undergraduate,Y,F,Y,0,1,1.0,Online/Synch,2
50720,2019FA,ENG,226,Undergraduate,Y,B,Y,0,3,3.0,Hybrid - Online/iTV,14
50720,2019FA,CHE,203,Undergraduate,Y,C,Y,1,1,1.0,Online,7
50720,2019FA,ART,228,Undergraduate,Y,,Y,1,2,2.0,Independent Study,12
50720,2019FA,PHY,178,Undergraduate,Y,A,Y,1,1,1.0,Hybrid - F2F/Online,2
50720,2019FA,HIS,164,Undergraduate,N,B,,1,1,,Online/Synch,11
50720,2018FA,PSY,144,Undergraduate,N,,Y,1,1,,Practicum,16
13414,2018SP,CHE,175,Undergraduate,N,,,0,2,2.0,Hybrid - F2F/Online,6
13414,2018SP,CHE,149,Undergraduate,N,A,Y,1,2,2.0,Hybrid - F2F/Online,15
13414,2018SP,HIS,126,Undergraduate,Y,C,Y,0,4,,Online/Synch,3
13414,2018SP,ART,114,Undergraduate,N,C,Y,1,2,,Independent Study,16
13414,2018SP,COM,221,Undergraduate,Y,D,,1,4,,Independent Study,6
94619,2019SP,MAT,184,Undergraduate,N,,Y,0,2,,Online,9
94619,2019FA,PHY,121,Undergraduate,N,A,,0,4,4.0,Face to Face,10
94619,2019FA,CHE,119,Undergraduate,Y,B,Y,1,1,,Hybrid - Online/iTV,2
94619,2020SP,HIS,245,Undergraduate,N,C,,1,1,1.0,Independent Study,12
94619,2019FA,MUS,174,Undergraduate,Y,F,Y,1,1,,Online,16
94619,2019FA,ENG,223,Undergraduate,Y,F,Y,1,3,,Hybrid - F2F/Online,11
76795,2021SP,MAT,143,Undergraduate,Y,A,Y,0,4,4.0,Hybrid - F2F/Online,6
76795,2021SP,BIO,266,Undergraduate,N,,Y,0,1,1.0,Online/Synch,14
76795,2021SP,ART,102,Undergraduate,N,B,,0,3,,Online,15
76795,2021SP,MUS,214,Undergraduate,Y,D,,0,4,4.0,Face to Face,3
76795,2021SP,PSY,156,Undergraduate,N,B,,0,4,,Online/Synch,12
52840,2018SP,PHY,198,Undergraduate,N,B,Y,0,4,4.0,Hybrid - F2F/Online,14
52840,2018SP,BIO,237,Undergraduate,Y,C,,1,3,,Face to Face,3
52840,2018SP,MAT,122,Undergraduate,Y,,Y,0,2,,Face to Face,7
52840,2018FA,ENG,122,Undergraduate,N,A,,0,2,2.0,Online/Synch,10
52840,2018FA,BIO,285,Undergraduate,N,F,,0,2,,Hybrid - Online/iTV,7
52840,2018FA,COM,198,Undergraduate,Y,B,Y,0,1,1.0,Practicum,1
54375,2018SP,ENG,181,Undergraduate,N,D,Y,1,1,1.0,Face to Face,4
54375,2018SP,MAT,147,Undergraduate,Y,B,,0,4,4.0,Independent Study,5
54375,2019SP,COM,235,Undergraduate,Y,C,Y,0,4,4.0,Online/Synch,8
54375,2019SP,CHE,290,Undergraduate,Y,A,Y,0,1,,Face to Face,15
41792,2020FA,PHY,156,Undergraduate,N,,,0,3,3.0,Independent Study,6
41792,2020FA,MAT,263,Undergraduate,N,,Y,1,2,2.0,Independent Study,10
73114,2021SP,BIO,235,Undergraduate,N,F,,1,3,,Hybrid - F2F/Online,8
73114,2021SP,PSY,129,Undergraduate,Y,D,Y,0,1,1.0,Independent Study,11
73114,2021SP,COM,169,Undergraduate,N,A,Y,0,2,2.0,Practicum,2
73114,2021SP,HIS,177,Undergraduate,N,,,0,1,1.0,Online,15
73114,2019FA,ART,106,Undergraduate,Y,,Y,1,3,3.0,Hybrid - Online/iTV,15
73114,2019FA,BIO,289,Undergraduate,N,D,,0,1,,Online,12
34763,2018SP,MAT,203,Undergraduate,Y,A,Y,1,1,1.0,Practicum,10
34763,2018FA,PSY,175,Undergraduate,N,A,Y,1,4,,Practicum,5
34763,2018FA,ENG,195,Undergraduate,N,D,Y,1,2,,Online,10
34763,2018FA,PSY,200,Undergraduate,N,F,Y,1,2,,Hybrid - Online/iTV,16
34763,2018FA,CHE,260,Undergraduate,Y,F,Y,1,1,1.0,Hybrid - F2F/Online,6
56146,2018FA,HIS,211,Undergraduate,N,B,Y,0,2,2.0,Online/Synch,4
56146,2018FA,HIS,129,Undergraduate,N,,,0,3,,Face to Face,4
56146,2018FA,HIS,255,Undergraduate,Y,B,Y,1,2,,Hybrid - F2F/Online,4
56146,2018FA,ART,120,Undergraduate,Y,,Y,1,4,4.0,Hybrid - Online/iTV,8
70053,2020SP,COM,275,Undergraduate,Y,F,Y,0,2,2.0,Practicum,7
70053,2019SP,HIS,209,Undergraduate,Y,C,Y,0,3,3.0,Independent Study,15
70053,2019SP,ART,150,Undergraduate,Y,C,Y,1,3,,Online,4
70053,2019SP,PSY,185,Undergraduate,Y,F,Y,0,4,,Hybrid - Online/iTV,7
70053,2019SP,CHE,247,Undergraduate,N,D,,0,2,2.0,Independent Study,9
70053,2019SP,ART,235,Undergraduate,Y,F,Y,1,3,3.0,Hybrid - Online/iTV,14
70053,2019SP,ENG,280,Undergraduate,N,D,Y,0,3,,Online/Synch,8
70053,2019FA,ENG,108,Undergraduate,N,F,,0,3,3.0,Online,12
13768,2021FA,HIS,182,Undergraduate,N,C,Y,0,3,3.0,Independent Study,6
13768,2020SP,MUS,227,Undergraduate,Y,A,,0,1,,Practicum,12
13768,2020SP,CHE,255,Undergraduate,Y,C,,1,1,,Online,4
13768,2020SP,PHY,148,Undergraduate,N,B,Y,1,4,,Hybrid - F2F/Online,13
13768,2020SP,ENG,197,Undergraduate,N,,,0,4,,Independent Study,14
73023,2019SP,ART,102,Undergraduate,N,A,,1,1,1.0,Hybrid - Online/iTV,14
73023,2019SP,PHY,131,Undergraduate,Y,C,Y,0,2,,Online,1
73023,2019SP,BIO,207,Undergraduate,Y,,Y,0,3,3.0,Online/Synch,16
73023,2019SP,ENG,129,Undergraduate,N,A,,0,1,,Online/Synch,3
73023,2019SP,PHY,190,Undergraduate,Y,B,,0,1,,Online,5
73023,2020FA,PHY,214,Undergraduate,Y,B,,1,2,,Online/Synch,15
73023,2020FA,PSY,171,Undergraduate,Y,A,,1,2,,Practicum,2
73023,2020FA,ENG,151,Undergraduate,N,A,Y,0,2,2.0,Hybrid - Online/iTV,13
73023,2020FA,HIS,154,Undergraduate,Y,A,Y,0,4,,Online,7
73023,2020FA,MAT,221,Undergraduate,N,D,,1,1,1.0,Independent Study,2
73023,2018SP,BIO,295,Undergraduate,Y,D,Y,1,3,3.0,Online,13
73023,2018SP,PHY,285,Undergraduate,N,,,0,1,1.0,Independent Study,5
73023,2021SP,COM,163,Undergraduate,Y,B,,0,4,4.0,Hybrid - F2F/Online,2
73023,2021SP,HIS,114,Undergraduate,N,C,Y,1,1,,Online,14
43925,2021FA,MUS,147,Undergraduate,Y,F,Y,1,3,,Online/Synch,12
43925,2021FA,ART,194,Undergraduate,Y,B,,0,1,,Practicum,4
43925,2021FA,PHY,146,Undergraduate,Y,F,,0,4,,Online,1
43925,2018SP,ENG,238,Undergraduate,Y,C,,0,2,2.0,Online/Synch,13
43925,2018SP,ENG,279,Undergraduate,Y,F,Y,1,2,2.0,Hybrid - Online/iTV,5
43925,2019SP,MAT,236,Undergraduate,Y,,Y,0,4,4.0,Hybrid - F2F/Online,5
43925,2019SP,ENG,162,Undergraduate,N,C,,1,1,1.0,Online,15
43925,2019SP,PHY,259,Undergraduate,Y,D,,0,1,,Face to Face,3
43925,2019SP,HIS,264,Undergraduate,N,F,Y,0,4,,Online,10
43925,2019SP,PSY,165,Undergraduate,N,F,,1,1,,Hybrid - Online/iTV,9
43925,2020SP,ART,143,Undergraduate,N,C,,0,4,,Independent Study,16
43925,2020SP,ENG,219,Undergraduate,N,F,,1,3,,Hybrid - Online/iTV,5
43925,2020SP,ART,184,Undergraduate,N,F,Y,0,1,1.0,Independent Study,13
43925,2020SP,HIS,188,Undergraduate,Y,A,,0,2,2.0,Hybrid - F2F/Online,8
83192,2018FA,PSY,280,Undergraduate,N,,,1,4,,Online/Synch,4
83192,2018FA,MAT,163,Undergraduate,Y,F,,0,1,,Practicum,8
83192,2018FA,BIO,163,Undergraduate,Y,F,,1,2,,Practicum,6
83192,2018FA,MAT,105,Undergraduate,N,D,,0,1,,Hybrid - F2F/Online,9
83192,2018FA,ART,293,Undergraduate,Y,,,1,1,1.0,Hybrid - Online/iTV,7
83192,2019SP,ART,272,Undergraduate,Y,C,,0,4,,Hybrid - F2F/Online,7
83192,2019SP,PSY,222,Undergraduate,N,A,,0,4,4.0,Online,6
83192,2020FA,MUS,128,Undergraduate,N,,Y,1,4,,Hybrid - Online/iTV,9
45377,2018SP,HIS,129,Undergraduate,N,C,,1,2,2.0,Online/Synch,5
53328,2021FA,BIO,151,Undergraduate,N,,Y,0,2,2.0,Face to Face,9
53328,2021FA,CHE,185,Undergraduate,Y,C,Y,1,4,4.0,Face to Face,16
53328,2021FA,PSY,143,Undergraduate,Y,D,,1,3,,Hybrid - F2F/Online,10
90532,2021FA,ART,110,Undergraduate,Y,A,,0,3,3.0,Online/Synch,15
90532,2021FA,PSY,185,Undergraduate,Y,C,Y,1,4,,Face to Face,10
90532,2021FA,COM,144,Undergraduate,Y,,,0,1,,Hybrid - Online/iTV,15
90532,2021FA,CHE,104,Undergraduate,Y,C,Y,0,4,4.0,Hybrid - Online/iTV,7
83638,2021FA,ART,293,Undergraduate,N,C,,0,2,,Online/Synch,10
83638,2021FA,HIS,171,Undergraduate,N,C,Y,0,2,2.0,Hybrid - F2F/Online,15
83638,2021FA,COM,200,Undergraduate,N,A,Y,1,3,,Hybrid - Online/iTV,9
83638,2021FA,MAT,181,Undergraduate,Y,C,Y,0,4,,Practicum,8
83638,2021FA,MUS,129,Undergraduate,N,F,Y,0,2,2.0,Hybrid - F2F/Online,15
12084,2019FA,CHE,169,Undergraduate,Y,,,0,3,3.0,Online/Synch,15
12084,2019FA,ENG,174,Undergraduate,Y,F,,1,4,,Hybrid - Online/iTV,15
12084,2021SP,COM,170,Undergraduate,Y,F,,0,4,4.0,Face to Face,2
12084,2021SP,MUS,264,Undergraduate,Y,A,Y,0,1,,Independent Study,10
12084,2021SP,ENG,219,Undergraduate,N,C,Y,1,4,4.0,Independent Study,6
12084,2021SP,CHE,155,Undergraduate,N,C,Y,0,3,,Practicum,10
12084,2021SP,ENG,295,Undergraduate,Y,A,,1,1,,Hybrid - Online/iTV,3
12084,2019SP,PHY,231,Undergraduate,Y,F,,1,4,4.0,Practicum,8
12084,2019SP,BIO,236,Undergraduate,N,D,,1,3,,Online,6
12084,2019SP,MAT,271,Undergraduate,Y,B,Y,0,4,4.0,Independent Study,14
12084,2018FA,MUS,292,Undergraduate,N,B,Y,0,3,,Face to Face,7
12084,2018FA,BIO,109,Undergraduate,N,C,Y,1,4,4.0,Face to Face,3
12084,2018FA,COM,126,Undergraduate,N,B,,1,2,2.0,Hybrid - Online/iTV,4
12084,2018FA,ART,149,Undergraduate,N,D,,0,3,,Online/Synch,3
12084,2018FA,HIS,186,Undergraduate,Y,,,1,2,,Hybrid - F2F/Online,5
46644,2020SP,BIO,149,Undergraduate,N,,Y,0,2,2.0,Face to Face,5
46644,2020SP,MUS,112,Undergraduate,N,C,Y,0,3,3.0,Independent Study,3
46644,2020SP,BIO,262,Undergraduate,N,C,,0,3,,Practicum,13
46644,2020SP,PHY,256,Undergraduate,N,D,Y,1,3,,Hybrid - F2F/Online,11
46644,2020SP,CHE,189,Undergraduate,N,C,,1,1,1.0,Independent Study,4
51661,2020FA,MAT,105,Undergraduate,N,B,Y,0,3,3.0,Online/Synch,16
51661,2020FA,ENG,110,Undergraduate,N,B,,1,2,2.0,Practicum,7
51661,2020FA,PHY,220,Undergraduate,Y,B,,1,4,4.0,Online/Synch,16
51661,2020FA,ART,233,Undergraduate,N,C,,0,1,,Hybrid - F2F/Online,16
51661,2020FA,MAT,165,Undergraduate,N,C,,1,3,,Independent Study,13
51661,2020FA,COM,273,Undergraduate,Y,D,,0,4,4.0,Independent Study,4
69107,2021SP,ART,282,Undergraduate,N,D,Y,0,2,2.0,Hybrid - Online/iTV,2
69107,2021SP,BIO,253,Undergraduate,Y,D,,0,1,,Independent Study,2
69107,2019FA,CHE,215,Undergraduate,N,A,Y,1,3,3.0,Online/Synch,4
69107,2020SP,PSY,135,Undergraduate,Y,B,,1,2,,Independent Study,16
69107,2020SP,PHY,158,Undergraduate,Y,F,Y,0,2,2.0,Independent Study,12
69107,2020SP,MAT,149,Undergraduate,N,B,,1,4,,Online,3
69107,2020SP,HIS,221,Undergraduate,Y,F,Y,0,3,3.0,Online/Synch,10
69107,2020SP,COM,163,Undergraduate,Y,F,Y,1,1,1.0,Face to Face,13
69107,2021FA,MUS,257,Undergraduate,Y,C,Y,1,1,,Online/Synch,1
69107,2021FA,ART,219,Undergraduate,Y,C,,0,4,,Independent Study,13
35611,2019FA,COM,149,Undergraduate,Y,A,,1,3,3.0,Practicum,3
35611,2019SP,ENG,140,Undergraduate,N,F,Y,1,3,,Hybrid - F2F/Online,8
35611,2019SP,COM,152,Undergraduate,Y,B,,0,4,4.0,Independent Study,3
35611,2019SP,ART,157,Undergraduate,N,F,Y,1,4,,Online/Synch,2
35611,2019SP,PHY,160,Undergraduate,N,D,Y,1,3,,Face to Face,14
35611,2019SP,HIS,262,Undergraduate,Y,A,Y,0,2,,Online/Synch,1
35611,2020FA,COM,160,Undergraduate,N,,,1,1,,Hybrid - F2F/Online,15
35611,2020FA,COM,239,Undergraduate,Y,C,Y,1,4,4.0,Independent Study,16
35611,2020FA,CHE,221,Undergraduate,N,A,,1,1,1.0,Independent Study,5
35611,2020FA,HIS,154,Undergraduate,Y,,,0,2,,Hybrid - F2F/Online,5
35611,2020FA,PHY,219,Undergraduate,Y,C,,0,1,,Hybrid - F2F/Online,4
39993,2019SP,MAT,227,Undergraduate,Y,,,1,2,,Online,4
39993,2019SP,PHY,227,Undergraduate,N,,,1,2,,Online/Synch,4
39993,2019SP,PHY,270,Undergraduate,Y,B,Y,1,1,1.0,Online/Synch,2
39993,2018SP,ART,118,Undergraduate,N,A,Y,0,4,,Online/Synch,4
39993,2018SP,PHY,124,Undergraduate,Y,D,Y,1,3,,Independent Study,13
39993,2018SP,CHE,199,Undergraduate,N,A,Y,1,4,4.0,Hybrid - Online/iTV,8
39993,2018SP,PHY,199,Undergraduate,N,,Y,0,4,4.0,Online,5
39993,2020SP,MUS,216,Undergraduate,Y,C,,0,3,3.0,Hybrid - F2F/Online,9
39993,2020SP,BIO,112,Undergraduate,N,,,0,3,,Hybrid - Online/iTV,1
53497,2021SP,MUS,294,Undergraduate,Y,,,0,3,3.0,Independent Study,14
53497,2021SP,MAT,149,Undergraduate,N,C,,1,3,3.0,Practicum,9
53497,2021SP,PHY,160,Undergraduate,N,A,Y,1,4,,Independent Study,9
53497,2021SP,MUS,163,Undergraduate,N,A,Y,1,3,,Online/Synch,4
53497,2021SP,MAT,152,Undergraduate,N,B,Y,1,2,2.0,Online/Synch,13
53497,2019FA,HIS,264,Undergraduate,Y,F,,1,4,4.0,Hybrid - Online/iTV,5
53497,2019FA,CHE,223,Undergraduate,Y,F,,1,4,,Online,1
53497,2019FA,ENG,271,Undergraduate,N,,Y,0,1,,Hybrid - F2F/Online,5
53497,2019FA,PHY,109,Undergraduate,Y,,Y,1,3,3.0,Independent Study,5
53497,2018FA,ART,250,Undergraduate,Y,C,Y,1,3,3.0,Face to Face,7
53497,2018FA,BIO,284,Undergraduate,N,C,Y,0,2,,Face to Face,11
53497,2018FA,BIO,257,Undergraduate,N,D,,1,3,,Independent Study,16
53497,2018FA,ART,171,Undergraduate,Y,,,1,4,4.0,Online/Synch,10
27194,2018SP,BIO,155,Undergraduate,N,A,,0,1,,Practicum,12
27194,2018SP,CHE,199,Undergraduate,N,B,Y,0,3,3.0,Hybrid - F2F/Online,3
27194,2018SP,CHE,160,Undergraduate,N,D,,1,3,,Hybrid - Online/iTV,5
27194,2018SP,PHY,258,Undergraduate,Y,C,,1,2,2.0,Online,5
25962,2020SP,PSY,282,Undergraduate,N,C,Y,1,1,,Independent Study,4
25962,2018FA,ENG,198,Undergraduate,Y,D,Y,0,2,,Hybrid - F2F/Online,9
25962,2018FA,COM,132,Undergraduate,Y,B,Y,1,4,,Face to Face,16
25962,2021SP,PHY,200,Undergraduate,Y,A,,1,2,,Hybrid - Online/iTV,12
99116,2019SP,CHE,131,Undergraduate,N,F,,0,4,,Hybrid - F2F/Online,12
99116,2020FA,MAT,151,Undergraduate,Y,,Y,1,4,,Hybrid - F2F/Online,1
99116,2020FA,MUS,167,Undergraduate,Y,A,Y,0,1,,Practicum,5
99116,2020FA,PHY,216,Undergraduate,Y,C,Y,1,4,4.0,Independent Study,11
99116,2018SP,MAT,205,Undergraduate,N,D,,0,2,,Hybrid - F2F/Online,14
99116,2018SP,COM,172,Undergraduate,Y,C,Y,0,1,,Hybrid - Online/iTV,6
99116,2018SP,MAT,119,Undergraduate,Y,D,Y,1,3,3.0,Hybrid - Online/iTV,11
99116,2018SP,COM,138,Undergraduate,Y,D,,0,1,1.0,Face to Face,3
99116,2018SP,HIS,171,Undergraduate,Y,D,Y,1,1,,Online,8
99116,2018SP,HIS,119,Undergraduate,Y,A,Y,1,2,,Online/Synch,2
14246,2018SP,MAT,176,Undergraduate,Y,B,,0,1,1.0,Hybrid - Online/iTV,6
14246,2018SP,MUS,165,Undergraduate,Y,D,Y,0,1,,Online,1
14246,2018SP,COM,283,Undergraduate,Y,F,,1,3,3.0,Practicum,5
14246,2018SP,MUS,170,Undergraduate,N,D,Y,0,4,4.0,Independent Study,14
14246,2018SP,BIO,122,Undergraduate,N,,,1,4,4.0,Online,1
14246,2020FA,PHY,248,Undergraduate,N,,Y,0,1,1.0,Independent Study,10
14246,2020FA,BIO,235,Undergraduate,Y,C,,0,4,,Independent Study,14
14246,2020FA,PHY,217,Undergraduate,N,D,,1,2,2.0,Hybrid - F2F/Online,1
14246,2020FA,CHE,119,Undergraduate,N,,Y,1,3,3.0,Hybrid - Online/iTV,13
14246,2020FA,CHE,243,Undergraduate,N,A,Y,1,2,2.0,Hybrid - Online/iTV,12
14246,2018SP,PSY,116,Undergraduate,N,C,Y,0,4,,Hybrid - Online/iTV,15
14246,2018SP,MUS,125,Undergraduate,Y,C,,1,1,,Face to Face,13
14246,2018SP,BIO,270,Undergraduate,N,,Y,1,2,2.0,Online,14
14246,2018SP,ART,149,Undergraduate,N,B,Y,0,2,,Online,6
26288,2019SP,MUS,204,Undergraduate,N,B,Y,0,1,1.0,Hybrid - F2F/Online,14
26288,2019SP,HIS,156,Undergraduate,Y,A,Y,1,3,,Online,1
26288,2019SP,CHE,239,Undergraduate,Y,,Y,1,4,,Hybrid - Online/iTV,6
26288,2019SP,MUS,167,Undergraduate,N,D,,1,1,1.0,Hybrid - Online/iTV,3
26288,2020SP,BIO,183,Undergraduate,Y,A,,1,2,2.0,Hybrid - Online/iTV,8
26288,2020SP,BIO,127,Undergraduate,N,B,,1,4,4.0,Face to Face,13
26288,2020SP,ART,152,Undergraduate,Y,D,Y,1,2,2.0,Independent Study,14
26288,2020SP,PHY,188,Undergraduate,Y,F,Y,0,4,4.0,Online,8
41268,2021SP,HIS,170,Undergraduate,Y,D,Y,0,3,,Face to Face,7
41268,2021SP,PSY,117,Undergraduate,N,A,Y,0,2,2.0,Independent Study,9
41268,2021SP,MUS,108,Undergraduate,Y,B,Y,0,4,4.0,Online/Synch,8
41268,2020FA,COM,127,Undergraduate,Y,B,,1,1,,Hybrid - Online/iTV,12
41268,2020FA,BIO,145,Undergraduate,N,C,,1,4,,Hybrid - Online/iTV,9
41268,2020FA,CHE,255,Undergraduate,N,,Y,0,4,4.0,Online/Synch,16
41268,2020FA,PSY,156,Undergraduate,N,B,,1,2,2.0,Online,6
41268,2020FA,PHY,228,Undergraduate,Y,A,,1,3,,Hybrid - F2F/Online,7
92377,2021SP,HIS,288,Undergraduate,Y,D,,1,1,,Independent Study,16
92377,2021SP,ART,285,Undergraduate,Y,,,1,1,1.0,Online,1
92377,2021SP,ENG,116,Undergraduate,Y,B,,1,1,1.0,Online,15
92377,2021SP,CHE,191,Undergraduate,Y,D,Y,1,1,,Hybrid - F2F/Online,5
92377,2021SP,COM,105,Undergraduate,N,B,,1,3,3.0,Hybrid - F2F/Online,12
92377,2018FA,COM,120,Undergraduate,Y,A,Y,0,4,,Online,13
92377,2020FA,MAT,136,Undergraduate,N,A,Y,1,1,,Independent Study,5
92377,2021SP,BIO,125,Undergraduate,N,F,Y,0,2,2.0,Independent Study,12
92377,2021SP,BIO,258,Undergraduate,N,A,,0,2,,Hybrid - Online/iTV,1
92377,2021SP,MAT,193,Undergraduate,N,D,,0,3,3.0,Independent Study,5
66468,2021SP,ENG,243,Undergraduate,Y,D,,1,2,2.0,Hybrid - Online/iTV,12
66468,2021SP,MAT,176,Undergraduate,N,F,,0,4,,Face to Face,4
66468,2021SP,ART,244,Undergraduate,Y,C,Y,1,3,3.0,Hybrid - Online/iTV,3
66468,2021SP,ART,254,Undergraduate,Y,,,1,4,,Hybrid - F2F/Online,3
66468,2019FA,MAT,106,Undergraduate,N,C,Y,1,2,2.0,Face to Face,13
66468,2019FA,HIS,210,Undergraduate,N,,Y,0,2,,Practicum,9
66468,2019FA,COM,138,Undergraduate,N,F,,1,1,1.0,Face to Face,7
66468,2019FA,PHY,173,Undergraduate,N,,,0,1,1.0,Online/Synch,8
66468,2018FA,PSY,219,Undergraduate,Y,D,Y,0,1,1.0,Independent Study,14
66468,2018FA,MAT,294,Undergraduate,Y,F,,1,4,,Hybrid - F2F/Online,16
66468,2018FA,COM,162,Undergraduate,N,F,Y,0,3,3.0,Online,2
66468,2018FA,PSY,124,Undergraduate,N,A,Y,0,3,,Face to Face,16
92925,2020SP,PSY,182,Undergraduate,N,C,,0,3,3.0,Face to Face,11
92925,2020SP,CHE,114,Undergraduate,Y,B,Y,1,3,,Hybrid - F2F/Online,16
48768,2019SP,MUS,113,Undergraduate,Y,B,Y,1,1,1.0,Hybrid - F2F/Online,5
48768,2019SP,BIO,299,Undergraduate,N,D,Y,1,1,,Independent Study,5
48768,2019SP,MUS,151,Undergraduate,Y,C,Y,0,4,,Hybrid - F2F/Online,14
48768,2019SP,ENG,169,Undergraduate,Y,F,,0,4,,Practicum,16
48768,2019SP,MUS,278,Undergraduate,Y,C,Y,1,3,,Face to Face,5
48768,2019FA,PHY,192,Undergraduate,N,F,Y,1,1,1.0,Online,8
48768,2019FA,BIO,254,Undergraduate,N,C,,1,2,2.0,Practicum,15
75868,2019FA,HIS,236,Undergraduate,N,D,,0,3,,Independent Study,16
75868,2021SP,MUS,224,Undergraduate,Y,B,Y,1,1,,Hybrid - Online/iTV,5
75868,2021SP,MUS,219,Undergraduate,Y,F,Y,0,3,,Practicum,5
75868,2021SP,CHE,293,Undergraduate,N,D,Y,1,1,1.0,Practicum,1
75868,2019SP,HIS,208,Undergraduate,N,F,,0,3,3.0,Face to Face,15
75868,2019SP,ART,240,Undergraduate,N,,,1,4,4.0,Online,15
75868,2019SP,PHY,264,Undergraduate,N,F,Y,1,4,4.0,Face to Face,11
75868,2019SP,CHE,215,Undergraduate,N,B,,0,2,,Online,1
75868,2019SP,PHY,157,Undergraduate,N,F,,0,3,3.0,Online,16
75868,2018FA,PHY,196,Undergraduate,N,B,Y,1,3,3.0,Face to Face,11
75868,2018FA,MUS,261,Undergraduate,N,A,Y,0,4,,Hybrid - F2F/Online,1
75868,2018FA,BIO,235,Undergraduate,N,D,Y,1,3,3.0,Face to Face,4
31550,2021FA,MAT,221,Undergraduate,N,,Y,1,1,1.0,Hybrid - F2F/Online,13
31550,2021FA,MUS,205,Undergraduate,N,F,,0,3,,Practicum,3
31550,2021FA,PHY,274,Undergraduate,N,D,Y,0,4,,Face to Face,1
31550,2021FA,MAT,168,Undergraduate,Y,C,Y,0,3,3.0,Face to Face,14
31550,2021FA,BIO,261,Undergraduate,Y,B,,0,3,3.0,Online,16
31550,2019SP,CHE,164,Undergraduate,N,A,,1,4,,Practicum,14
31550,2019SP,ART,230,Undergraduate,Y,,,1,2,2.0,Online,1
31550,2019SP,ART,118,Undergraduate,N,F,Y,0,3,,Hybrid - Online/iTV,5
31550,2019SP,MUS,176,Undergraduate,N,F,,1,2,,Independent Study,7
31550,2018SP,PHY,210,Undergraduate,Y,C,Y,0,2,,Hybrid - F2F/Online,1
49747,2019SP,PSY,189,Undergraduate,Y,,Y,0,2,,Independent Study,12
49747,2019SP,CHE,195,Undergraduate,N,F,Y,1,3,3.0,Practicum,10
49747,2019SP,PSY,213,Undergraduate,N,F,Y,1,1,1.0,Hybrid - Online/iTV,10
49747,2019SP,CHE,120,Undergraduate,N,C,,0,2,,Online/Synch,1
